522441,Guest,2002-07-13 16:33:00,0,"Has anyone fished this lake? It's north of Hornepayne,ONT. Might be going on a trip up there soon and I was wondering what to expect and how the fishing is.ThanksMarty"
522442,Guest,2002-07-14 11:07:00,0,"GOOD LUCK MARTY, I POSTED THIS QUESTION 6/24/02; TOPIC #3079 -- GOT ONE RESPONSE -- EITHER NO ONE SAW THAT POSTING THAT HAD FISHED THERE,NO ONE HAS FISHED THERE, THERE ARE NO FISH THERE, OR IT IS SO GOOD THAT NO ONE WANTS TO LET IT OUT."
