288775,Fang,2009-01-07 02:26:00,1330,
288779,blakewalk,2009-01-07 02:29:00,86,haha funny vid!  thanks for the post!  its useful if you can arrange it on extendable trusses and mount them to an old wooden toboggan; so you can cart all your stuff out and just fold it open- no stuff blowing across the ice!
