1051810,David Chong,2019-10-31 21:31:00,836,"Definitely one of my favourite moments at this year's Pan-Am Bass Championship! ""O Canada"" sung with pride & passion by the Nations gold medalists, Team Canada! https://m.youtube.com/watch?v=TIR8NsdLgrk&time_continue=18"
1051842,DanD,2019-11-01 20:01:00,2223,There's not a lot to say; people showing pride too who they are!! Dan.
