712442,kickingfrog,2012-07-07 13:13:00,8333,Video making the rounds.  RCMP (?) officer jamming with some dudes in the woods.  
712445,backbay,2012-07-07 13:27:00,773,Good to see. The RCMP has had their hands full; Bob Paulson has his work cut out for him. I'd hate to see another Canadian institution go the way of the Airborne.
