525220,Guest,2002-10-27 09:45:00,0,Heard a new Manitoba record Walleye was caught around Selkirk....anybody else know anything about it?
525221,Northern Manitoban,2002-10-27 17:13:00,195,I have heard nothing about it? but if it is a record then its a bigone because the record is 39 inches.FISH ON.
