571026,HTHM,2011-04-11 11:10:00,4082,I am trouble shooting my setup and need to borrow a Tempest or Trophy prop .... something in the 21-23 pitch range. Hubbed for Mercury.
571031,mrpike,2011-04-11 11:41:00,151,  CITY WIDE WELDING	in MISSISSAUGA  on  DREW RD. THEY will let you test out a prop for a week .  great place to get a prop fixed also.   THEY did good by me.
