1010,Rippinlips,2006-11-17 04:57:00,16,"Heya folks, just droppin a line to say I love the new site and hope to have many great discussions on the new board. Howdy to all and good fishin."
1015,BabyHerc,2006-11-17 05:04:00,285,"Welcome, Rippinlips!  Soooo, tell us about yourself; fav species, personal bests, and what not."
