539080,2746,2004-04-23 12:57:00,3206,"Was wondering if the ban on potatoes entering Cananda had been lifted this year and, with the Mad Cow scare in the US earlier if there was any restrictions on beef entering Canada. Don't mind losing a few potatoes at the border but would hate to leave a bunch of Rib Eyes and New York Strips!"
539082,2746,2004-04-23 13:13:00,3206,Sorry guys! Missed the other thread on this topic...just ignore this one.
