523668,Gabby_SD,2002-08-21 17:24:00,257,"Howdy can someone help me locate a place to purchasea salmon rig called""Krippled herring"" made in Sooke, BC . Thanks in advance !!"
523669,fishinnut,2002-08-24 14:43:00,642,Luhr Jensen makes a Crippled Herring; E-mail and I'll give you a site that has some at reduced prices.
