99797,raysfish2005,2007-08-01 13:14:00,163,"Hey People  Well after the last guy sold the boat out from under me i still sit looking for a 14 ft tinny, if anyone happens to see one for sale a t a good price let me know.  Thanks Ray"
99802,Tacklebuster,2007-08-01 13:29:00,303,"http://www.lakesimcoemessageboard.com/inde...;id_dbase=66035  check out the post, this guy is/was selling his boat for what seems like a good price."
